Product Interest,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/3/2017,7/31/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,Internal,,8/3/2017,7/31/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,5,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,8/3/2017,7/31/2017,1,Electronic - Short Form,Web
Treadclimber,CAM47719 DOVTMTVL1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Video,Call Center Internal
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,8/3/2017,7/31/2017,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,Social Code,,8/3/2017,7/31/2017,2,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51534 SPKEN60*M350STIC,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Short Form,Call Center Internal
Bowflex HVT,CAM51537 HICNN60*M350STIC,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51537 HICNN60*M350STIC,TouchPoint Integrated Communications,,8/3/2017,7/31/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/4/2017,7/31/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/4/2017,7/31/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/4/2017,7/31/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/4/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,3,Online Search,Web
Bowflex Revolution,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Web
Bowflex Brand,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM48236 ICAOXFBGSCODE002,Social Code,,8/4/2017,7/31/2017,1,Online Social,Web
Bowflex Home Gyms,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/4/2017,7/31/2017,1,Online Display,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Revolution,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/5/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,2,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/5/2017,7/31/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Display,Web
Bowflex HVT,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,2,Online Display,Web
Bowflex HVT,CAM51335 HERON120HVTL*TIC,TouchPoint Integrated Communications,,8/5/2017,7/31/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/6/2017,7/31/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/6/2017,7/31/2017,7,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/6/2017,7/31/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/6/2017,7/31/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/6/2017,7/31/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,8/6/2017,7/31/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/6/2017,7/31/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,8/6/2017,7/31/2017,1,Electronic - Short Form,Web
Treadclimber,CAM48221 ICAOXFBTSCODE002,Social Code,,8/6/2017,7/31/2017,1,Online Social,Web
Treadclimber,CAM50718 ICAODG2TDL1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/6/2017,7/31/2017,1,Online Display,Web
Bowflex HVT,CAM29862 icawbowflexca,Internal,8/7/2017,8/7/2017,8/7/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,8/7/2017,8/7/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/7/2017,8/7/2017,8/7/2017,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,8/7/2017,8/7/2017,8/7/2017,1,Online Search,Call Center Internal
Treadclimber,CAM48221 ICAOXFBTSCODE002,Social Code,8/7/2017,8/7/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50053 VINTC120MX100KST,Kingstar Media,8/7/2017,8/7/2017,8/7/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/8/2017,8/8/2017,8/7/2017,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/8/2017,8/8/2017,8/7/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,Internal,8/8/2017,8/8/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,8/8/2017,8/8/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,8/8/2017,8/8/2017,8/7/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,8/8/2017,8/8/2017,8/7/2017,1,Online Search,Web
Bowflex HVT,CAM50745 1800HVT,Internal,8/8/2017,8/8/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex HVT,CAM51704 ICASHSF17A,Kingstar Media,8/8/2017,8/8/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/9/2017,8/9/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex HVT,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/9/2017,8/9/2017,8/7/2017,1,Online Search,Web
Bowflex Max Trainer,CAM51552 GAMCC120M350CKST,Kingstar Media,8/9/2017,8/9/2017,8/7/2017,1,Short Form,Call Center Internal
Bowflex HVT,CAM51704 ICASHSF17A,Kingstar Media,8/9/2017,8/9/2017,8/7/2017,2,Electronic - Short Form,Web
Bowflex HVT,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,8/10/2017,8/10/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,8/10/2017,8/10/2017,8/7/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45693 ICASESF14A,Kingstar Media,8/10/2017,8/10/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,8/10/2017,8/10/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex HVT,CAM48480 ICAOSGCTSL14,TouchPoint Integrated Communications,8/10/2017,8/10/2017,8/7/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,8/10/2017,8/10/2017,8/7/2017,1,Online Display,Web
Bowflex HVT,CAM51664 ICAODG2HDL1,TouchPoint Integrated Communications,8/10/2017,8/10/2017,8/7/2017,1,Online Display,Web
Bowflex HVT,CAM29862 icawbowflexca,Internal,8/11/2017,8/11/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/11/2017,8/11/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,8/11/2017,8/11/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,8/11/2017,8/11/2017,8/7/2017,1,Online Search,Call Center Internal
Bowflex HVT,CAM48236 ICAOXFBGSCODE002,Social Code,8/11/2017,8/11/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM51357 ICAOXFBESCODECADAYB,Social Code,8/11/2017,8/11/2017,8/7/2017,1,Online Social,Web
Bowflex HVT,CAM29862 icawbowflexca,Internal,8/12/2017,8/12/2017,8/7/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/12/2017,8/12/2017,8/7/2017,4,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,8/12/2017,8/12/2017,8/7/2017,3,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/12/2017,8/12/2017,8/7/2017,2,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/12/2017,8/12/2017,8/7/2017,1,Online Search,Web
Treadclimber,CAM35680 INTELEMEDIACA,- None -,8/12/2017,8/12/2017,8/7/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM51541 ICAOXFBHSCODE1,Social Code,8/12/2017,8/12/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM51551 FGHTC120M350CKST,Kingstar Media,8/12/2017,8/12/2017,8/7/2017,1,Short Form,Call Center Internal
Bowflex HVT,CAM51664 ICAODG2HDL1,TouchPoint Integrated Communications,8/12/2017,8/12/2017,8/7/2017,2,Online Display,Web
Bowflex HVT,CAM51666 ICAOSG2HSL1,TouchPoint Integrated Communications,8/12/2017,8/12/2017,8/7/2017,2,Online Search,Web
Bowflex HVT,CAM51704 ICASHSF17A,Kingstar Media,8/12/2017,8/12/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,8/13/2017,8/13/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,8/13/2017,8/13/2017,8/7/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,1,Online Search,Web
Bowflex HVT,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/13/2017,8/13/2017,8/7/2017,1,Online Search,Web
Bowflex HVT,CAM51541 ICAOXFBHSCODE1,Social Code,8/13/2017,8/13/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,8/23/2017,8/8/2017,8/7/2017,1,Online Search,Web
Bowflex HVT,CAM51704 ICASHSF17A,Kingstar Media,9/5/2017,8/11/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,8/7/2017,8/7/2017,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/7/2017,8/7/2017,13,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/7/2017,8/7/2017,7,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/7/2017,8/7/2017,5,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/7/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30851 icaosgcwsl6,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,2,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,4,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM32080 SAWDOFG2G,Internal,,8/7/2017,8/7/2017,1,Online Shopping,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,,8/7/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,5,Online Shopping,Web
Treadclimber,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,8/7/2017,8/7/2017,3,Electronic - Short Form,Web
Treadclimber,CAM48221 ICAOXFBTSCODE002,Social Code,,8/7/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,4,Online Display,Web
Bowflex Home Gyms,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/7/2017,8/7/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51541 ICAOXFBHSCODE1,Social Code,,8/7/2017,8/7/2017,1,Online Social,Web
Bowflex HVT,CAM51704 ICASHSF17A,Kingstar Media,,8/7/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/8/2017,8/7/2017,2,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,Internal,,8/8/2017,8/7/2017,2,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/8/2017,8/7/2017,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/8/2017,8/7/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/8/2017,8/7/2017,4,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/8/2017,8/7/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,2,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,2,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,2,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,2,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/8/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/8/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,6,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,8/8/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM47281 ICAOSGCWSL36,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,8/8/2017,8/7/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,Social Code,,8/8/2017,8/7/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50010 DOVPANDORAVD16A,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Video,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,8/8/2017,8/7/2017,1,Online Display,Web
Bowflex HVT,CAM29862 icawbowflexca,Internal,,8/9/2017,8/7/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,8/9/2017,8/7/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,8/9/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,8/9/2017,8/7/2017,6,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,8/9/2017,8/7/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,2,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/9/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,,8/9/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45327 1800MAXTRAINER,Internal,,8/9/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45327 1800MAXTRAINER,Internal,,8/9/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/9/2017,8/7/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,3,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Call Center Internal
Treadclimber,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,8/9/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM45694 ICASESF14B,Kingstar Media,,8/9/2017,8/7/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45849 ICAOSBCESL9,TouchPoint Integrated Communications,,8/9/2017,8/7/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,8/9/2017,8/7/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48231 ICAOXFBDSCODE002,Social Code,,8/9/2017,8/7/2017,2,Online Social,Web
Bowflex Home Gyms,CAM48236 ICAOXFBGSCODE002,Social Code,,8/9/2017,8/7/2017,1,Online Social,Web
Bowflex Revolution,CAM48236 ICAOXFBGSCODE002,Social Code,,8/9/2017,8/7/2017,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48236 ICAOXFBGSCODE002,Social Code,,8/9/2017,8/7/2017,1,Online Social,Web
