Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802133,Online Search,Web
Bowflex HVT,CAM50802 DODG2HDL2,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802233,Online Display,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802333,Online Display,Web
Bowflex Max Trainer,CAM50739 DODTABOOLAEDL6,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802433,Online Display,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802534,Online Search,Web
Bowflex HVT,CAM50803 DODG2HVL1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71802738,Online Video,Web
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71802939,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803039,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71803139,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803142,Online Display,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803243,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803344,Online Search,Web
Bowflex Max Trainer,CAM51617 LWELN60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71803445,Short Form,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71803447,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49996 DODAOLEDL1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803449,Online Display,Web
Treadclimber,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71803549,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71803550,Online Search,Call Center Internal
Schwinn,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71803554,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803560,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803668,Online Search,Web
Bowflex Max Trainer,CAM35313 dodg2tdl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71803768,Online Display,Web
Bowflex Max Trainer,CAM50739 DODTABOOLAEDL6,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71803769,Online Display,Web
Bowflex HVT,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71803868,Online Shopping,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71803968,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803969,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71803970,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804068,Electronic - Short Form,Web
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804069,Online Search,Web
Bowflex HVT,CAM51286 DODAMBHDL1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804168,Online Display,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71804169,Electronic - UnSourced,Web
Bowflex Catalog,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804170,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804268,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71804368,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71804369,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71804568,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71804668,Electronic - UnSourced,Web
Bowflex Catalog,CAM35313 dodg2tdl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71804669,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71804768,Online Display,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71804868,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71805068,Online Search,Web
Bowflex Catalog,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71805169,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71805269,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71805369,Electronic - Short Form,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71805472,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71805572,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71805672,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51530 DISAN60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71805774,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50972 DCBHOMESUM17,Internal,,8/18/2017,8/14/2017,71805775,Catalog,Call Center Internal
Treadclimber,CAM50972 DCBHOMESUM17,Internal,,8/18/2017,8/14/2017,71805776,Catalog,Call Center Internal
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71805781,Online Search,Web
Bowflex Max Trainer,CAM51527 RELZN60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71805881,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71805982,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71806083,Online Search,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,8/18/2017,8/18/2017,8/14/2017,71806188,Online Search,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71806192,Electronic - UnSourced,Web
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/18/2017,8/14/2017,71806294,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71806295,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71806296,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71806297,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71806298,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71806395,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71806595,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71806795,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71806796,Online Search,Web
Bowflex Home Gyms,CAM11920 SAWWEBST,Internal,,8/18/2017,8/14/2017,71806895,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71806900,Online Search,Call Center Internal
Bowflex Catalog,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71806901,Electronic - Short Form,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71807001,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51582 CNBCN60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71807201,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71807202,Online Shopping,Web
Schwinn,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71807303,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71807304,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71807403,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71807503,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71807704,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71807804,Online Display,Web
Bowflex Max Trainer,CAM51511 MOVSN60*M350CTIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71807904,Short Form,Call Center Internal
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71807906,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,Internal,,8/18/2017,8/14/2017,71808008,Un-Sourced,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71808009,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM51528 GRITN60*M350STIC,TouchPoint Integrated Communications,9/1/2017,8/18/2017,8/14/2017,71808109,Short Form,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808110,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71808210,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71808310,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71808410,Electronic - UnSourced,Web
Results Treadmill,CAM51511 MOVSN60*M350CTIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808510,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51511 MOVSN60*M350CTIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808511,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71808514,Online Search,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71808614,Electronic - UnSourced,Web
Bowflex Brand,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808615,Online Search,Web
Bowflex HVT,CAM51511 MOVSN60*M350CTIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808715,Short Form,Call Center Internal
Treadclimber,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808817,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808917,Online Search,Web
Treadclimber,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808918,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808919,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808920,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71808921,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809117,Electronic - Short Form,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809218,Online Search,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71809322,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809422,Online Search,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809522,Online Shopping,Web
Bowflex HVT,CAM51286 DODAMBHDL1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71809622,Online Display,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809722,Online Display,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71809822,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71809924,Online Search,Web
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,Internal,,8/18/2017,8/14/2017,71810023,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,Internal,,8/18/2017,8/14/2017,71810024,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/18/2017,8/14/2017,71810025,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71810027,Un-Sourced,Call Center Internal
Treadclimber,CAM32123 dofg2tfeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71810029,Online Shopping,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71810130,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71810131,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71810132,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71810230,Electronic - UnSourced,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71810330,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71810430,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71810532,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM51622 LMN*N60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71810633,Short Form,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71810636,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71810836,Online Shopping,Web
Bowflex Max Trainer,CAM51581 BBCAN60*M350CTIC,TouchPoint Integrated Communications,,6/6/2011,6/6/2011,71810936,Short Form,Call Center Internal
Results Treadmill,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71810938,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71810939,Un-Sourced,Call Center Internal
Bowflex Catalog,CAM44429 dosbiesl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71810941,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811041,Online Search,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/18/2017,8/14/2017,71811244,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811245,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71811346,Online Shopping,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811446,Online Display,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71811546,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811646,Online Search,Web
Bowflex HVT,CAM39441 dosbigl1,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71811748,Online Search,Web
Bowflex HVT,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811849,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71811949,Online Display,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812051,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37112 dosg2dsl11,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812052,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812151,Online Search,Web
Bowflex Selecttech Dumbbells,CAM34643 dodg2ddl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812253,Online Display,Web
Results Treadmill,CAM27401 DEFAULTADID,Internal,,8/18/2017,8/14/2017,71812353,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM27401 DEFAULTADID,Internal,,8/18/2017,8/14/2017,71812354,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71812355,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71812356,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812358,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71812458,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71812459,Electronic - UnSourced,Web
Bowflex Revolution,CAM127 1800BOWFLEX_BFC,Internal,,8/18/2017,8/14/2017,71812558,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,Internal,,8/18/2017,8/14/2017,71812559,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/18/2017,8/14/2017,71812560,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812561,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812665,Online Display,Web
Results Treadmill,CAM127 1800BOWFLEX_BFC,Internal,,8/18/2017,8/14/2017,71812765,Electronic - UnSourced,Call Center Internal
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812766,Online Shopping,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71812866,Un-Sourced,Call Center Internal
Bowflex HVT,CAM51662 DCADN60*HVTL*TIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71812867,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812868,Electronic - Short Form,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71812968,Online Search,Web
Bowflex Max Trainer,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71813168,Short Form,Call Center Internal
Bowflex Catalog,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813169,Online Search,Web
Bowflex Max Trainer,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71813269,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71813370,Short Form,Call Center Internal
Treadclimber,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813371,Short Form,Call Center Internal
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71813472,Electronic - UnSourced,Web
Results Treadmill,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813572,Online Search,Web
Bowflex Selecttech Dumbbells,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71813672,Online Search,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71813673,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71813776,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/18/2017,8/14/2017,71813777,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813778,Online Search,Web
Bowflex Revolution,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813878,Online Shopping,Call Center Internal
Bowflex Home Gyms,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813879,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71813880,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71813980,Online Search,Web
Bowflex Max Trainer,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814080,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51535 CNN*N60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814081,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814083,Online Shopping,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/18/2017,8/14/2017,71814383,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814384,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814385,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71814484,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71814585,Electronic - UnSourced,Web
Results Treadmill,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814685,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814686,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814885,Online Search,Web
Bowflex Max Trainer,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814986,Short Form,Call Center Internal
Treadclimber,CAM51525 LAFFN60*M350STIC,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71814987,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71814990,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/18/2017,8/14/2017,71814992,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71814993,Electronic - UnSourced,Web
Bowflex Catalog,CAM45798 DSEESF14H,TouchPoint Integrated Communications,8/18/2017,8/18/2017,8/14/2017,71815095,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71815194,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71815395,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71815897,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71815997,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816097,Online Search,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/18/2017,8/18/2017,8/14/2017,71816197,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47987 DOXFBESCL001,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816297,Online Social,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816400,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816401,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816402,Online Search,Web
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/18/2017,8/14/2017,71816500,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/18/2017,8/14/2017,71816602,Electronic - UnSourced,Web
