Bowflex Selecttech Dumbbells,CAM49389 DCBHOMESUM16,,7/15/2016,7/11/2016,1,Catalog,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,7/22/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,7/22/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,7/22/2016,7/18/2016,3,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48202 DOXFBESCODE002,,7/22/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48205 DOXFBESCODE005,,7/22/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48207 DOXFBDSCODE001,,7/22/2016,7/18/2016,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/22/2016,7/18/2016,3,Online Social,Web
Bowflex Home Gyms,CAM48209 DOXFBDSCODE003,,7/22/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,,7/22/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48503 BRNGN120HKINGTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48503 BRNGN120HKINGTIC,,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48517 LMN*N60*HKINGTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/22/2016,7/22/2016,7/18/2016,10,Short Form,Call Center Internal
Treadclimber,CAM48520 DLFEN180HKINGTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48730 MX12P60*J14FSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48733 MX15P60*J14FSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48758 CMT*N120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48758 CMT*N120J14FSTIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48758 CMT*N120J14FSTIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48774 PIVTN180JACFSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48777 VH1CN180JACFSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48777 VH1CN180JACFSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48791 IFC*N5MNHAMFSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48793 HERON5MNHAMFSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48793 HERON5MNHAMFSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48812 OXGNN60*HKINGTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48876 DSEESF15A,7/22/2016,7/22/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48876 DSEESF15A,,7/22/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/22/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM48985 DOSBIESL10,,7/22/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49225 CHLRN5MNHAMFSTIC,,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49228 INSPN120BOO16TIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49231 GAMEN120BOO16TIC,7/22/2016,7/22/2016,7/18/2016,5,Short Form,Call Center Internal
Treadclimber,CAM49232 DCADN120BOO16TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49292 DSETSF16A,7/22/2016,7/22/2016,7/18/2016,20,Electronic - Short Form,Web
Treadclimber,CAM49292 DSETSF16A,,7/22/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,7/22/2016,7/22/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49344 RELZN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,8,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49348 CMT*N120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49355 DISMN60*HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49355 DISMN60*HAM7*TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM49377 DEDIKG2016Q1A,,7/22/2016,7/18/2016,1,Digital - Info Kit,Web
Bowflex Revolution,CAM49377 DEDIKG2016Q1A,,7/22/2016,7/18/2016,1,Digital - Info Kit,Web
Treadclimber,CAM49402 HMM*N120BOO16TIC,7/22/2016,7/22/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49402 HMM*N120BOO16TIC,,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49445 ION*N60*HAM7*TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49461 DISAN60*HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49469 HERON120HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49469 HERON120HAM7*TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49471 AMC*N120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49471 AMC*N120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49471 AMC*N120J14FSTIC,,7/22/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49472 HERON120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49473 TVGDN120J14FSTIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Revolution,CAM49474 DRTFN60*HKINGTIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49474 DRTFN60*HKINGTIC,7/22/2016,7/22/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49474 DRTFN60*HKINGTIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49502 HMM*N120ABC16TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,7/22/2016,7/22/2016,7/18/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49507 GAMEN120ABC16TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49508 DCADN120ABC16TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49512 MOVSN120ABC16TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49514 LMN*N60*ABC16TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49536 TRULL60*HAM7*TIC,7/22/2016,7/22/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49569 DODMEDIAIQEDL1,,7/22/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM49574 DODPANDORAEDL1,7/22/2016,7/22/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM49574 DODPANDORAEDL1,,7/22/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM6060 SAWOTVTC,,7/22/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,7/23/2016,7/23/2016,7/18/2016,2,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,7/23/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,,7/23/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16426 DSETDIR,7/23/2016,7/23/2016,7/18/2016,61,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,7/23/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,2,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,25,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,7/23/2016,7/23/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,57,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/23/2016,7/23/2016,7/18/2016,16,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,41,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,7/23/2016,7/23/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,14,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,7/23/2016,7/23/2016,7/18/2016,11,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/23/2016,7/18/2016,16,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30766 dosg2gsl2,7/23/2016,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/23/2016,7/18/2016,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,7/23/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM30796 SAWDOSG2G,,7/23/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,14,Online Search,Web
Bowflex Catalog,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,12,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,7/23/2016,7/23/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,10,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex UpperCut,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,7/23/2016,7/18/2016,2,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM32096 SAWDOFYAHD,,7/23/2016,7/18/2016,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM32123 dofg2tfeed1,,7/23/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,7/23/2016,7/18/2016,3,Online Shopping,Web
Treadclimber,CAM36194 dosg2tsl1,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36206 dosg2tsl7,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36298 dsetsf11g,7/23/2016,7/23/2016,7/18/2016,27,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM36608 dsetsf12a,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,7/23/2016,7/23/2016,7/18/2016,40,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,7/23/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM36797 dpetprint12a,7/23/2016,7/23/2016,7/18/2016,1,Electronic - Print,Web
Bowflex Max Trainer,CAM36885 dosbitsl2,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36885 dosbitsl2,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36885 dosbitsl2,,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,7/23/2016,7/18/2016,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37429 dosg2dsl15,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,,7/23/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,,7/23/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,7/23/2016,7/23/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,7/23/2016,7/18/2016,10,Online Search,Web
Bowflex Max Trainer,CAM37443 dosg2tsl24,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,7/23/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,7/23/2016,7/23/2016,7/18/2016,6,Online Search,Web
Treadclimber,CAM37494 dosbitsl7,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,7/23/2016,7/23/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,7/23/2016,7/18/2016,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37741 dosbidsl9,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM37743 dosbigsl6,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,7/23/2016,7/18/2016,2,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,7/23/2016,7/23/2016,7/18/2016,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,7/23/2016,7/18/2016,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38842 dosg2tsl27,7/23/2016,7/23/2016,7/18/2016,9,Online Search,Web
Bowflex Home Gyms,CAM39211 dosbigsl12,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/23/2016,7/18/2016,5,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,7/23/2016,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,7/23/2016,7/18/2016,5,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Catalog,CAM40820 1800BFXCATALOG,7/23/2016,7/23/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/23/2016,7/18/2016,3,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40821 1800BOWFLEX,,7/23/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,,7/23/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Treadclimber,CAM41072 icaosbctsl10,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM43683 dosbitsl14,7/23/2016,7/23/2016,7/18/2016,9,Online Search,Web
Treadclimber,CAM43683 dosbitsl14,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44172 dseesf14a,7/23/2016,7/23/2016,7/18/2016,27,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,7/23/2016,7/18/2016,5,Electronic - Short Form,Web
Treadclimber,CAM44172 dseesf14a,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,7/23/2016,7/23/2016,7/18/2016,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,7/23/2016,7/23/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Catalog,CAM44215 SAWDSEESF14A,,7/23/2016,7/18/2016,2,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,7/23/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,7/23/2016,7/18/2016,4,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,7/23/2016,7/18/2016,1,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,7/23/2016,7/18/2016,1,Online Search,Third Party Call Center - Evolve
Treadclimber,CAM44429 dosbiesl1,,7/23/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,7/23/2016,7/18/2016,12,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,7/23/2016,7/23/2016,7/18/2016,11,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,7/23/2016,7/23/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,7/23/2016,7/18/2016,38,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/23/2016,7/18/2016,4,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/23/2016,7/18/2016,6,Online Search,Web
Treadclimber,CAM44560 dosg2esl5,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,7/23/2016,7/23/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,7/23/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM44887 dofg2efeed1,,7/23/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/23/2016,7/18/2016,30,Online Shopping,Web
Bowflex Revolution,CAM44887 dofg2efeed1,,7/23/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/23/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,7/23/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,7/23/2016,7/23/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,7/23/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM45327 1800MAXTRAINER,,7/23/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/23/2016,7/23/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,7/23/2016,7/18/2016,4,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,7/23/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM45730 DOSG2ESL7,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,7/23/2016,7/23/2016,7/18/2016,7,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/23/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45852 DOSG2TSL32,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45852 DOSG2TSL32,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,7/23/2016,7/23/2016,7/18/2016,29,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,7/23/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,,7/23/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,7/23/2016,7/18/2016,8,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,7/23/2016,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,7/23/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM47152 DOSBIESL8,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM47239 SAWDODCTOE,7/23/2016,7/23/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Home Gyms,CAM47251 DODCTOEDL2,7/23/2016,7/23/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,7/23/2016,7/23/2016,7/18/2016,4,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,7/23/2016,7/18/2016,5,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47251 DODCTOEDL2,7/23/2016,7/23/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,7/23/2016,7/18/2016,2,Online Display,Web
Bowflex Home Gyms,CAM47260 DODCTOGDL1,,7/23/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47260 DODCTOGDL1,,7/23/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM48184 DOXFBTSCODE001,7/23/2016,7/23/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48184 DOXFBTSCODE001,,7/23/2016,7/18/2016,2,Online Social,Web
Bowflex Max Trainer,CAM48185 DOXFBTSCODE002,,7/23/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,7/23/2016,7/18/2016,2,Online Social,Web
Bowflex Max Trainer,CAM48188 DOXFBTSCODE005,7/23/2016,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48207 DOXFBDSCODE001,,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/23/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48207 DOXFBDSCODE001,,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Brand,CAM48218 DOXFBSCODE005,,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,7/23/2016,7/23/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,,7/23/2016,7/18/2016,2,Online Social,Web
Bowflex Max Trainer,CAM48245 DOSG2ESL10,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM48245 DOSG2ESL10,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM48434 P0116PLAYBOYMPBN,,7/23/2016,7/18/2016,1,Print,Call Center Internal
Treadclimber,CAM48434 P0116PLAYBOYMPBN,,7/23/2016,7/18/2016,1,Print,Call Center Internal
Treadclimber,CAM48497 ION*N120HKINGTIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48520 DLFEN180HKINGTIC,7/23/2016,7/23/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/23/2016,7/23/2016,7/18/2016,10,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,,7/23/2016,7/18/2016,2,Short Form,Call Center Internal
