AdID Product Interest,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,1,951.847
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,0,46.71
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,1,1080.354
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,1,316.483
Treadclimber,Bowflex Max Trainer,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,1,1148.539
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,8/14/2017,8/19/2017,1,790.81
Treadclimber,Bowflex Max Trainer,Online Shopping,CAM45437 ICAOFG2TFEED1,TouchPoint Integrated Communications,Call Center Internal,8/14/2017,8/19/2017,1,2266.937
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,TouchPoint Integrated Communications,Call Center Internal,8/14/2017,8/19/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/14/2017,8/20/2017,2,2626.281
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/14/2017,8/20/2017,4,1825.923
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/14/2017,8/20/2017,0,98.516
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,1,540.181
Bowflex Home Gyms,Treadclimber,Online Display,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,0,15.88
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,8/14/2017,8/20/2017,1,1545.927
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,4,6127.097
Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,1,316.483
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,0,78.526
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48225 ICAOXFBESCODE001,Social Code,Call Center Internal,8/14/2017,8/20/2017,1,1150.948
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,1,276.823
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,2,767.015
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,TouchPoint Integrated Communications,Web,8/14/2017,8/20/2017,1,1874.30
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/21/2017,1,1458.668
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/21/2017,5,7971.734
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/21/2017,4,1796.575
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/21/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/21/2017,1,1080.354
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,1,1359.52
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,1,1545.927
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,0,26.88
Bowflex HVT,Bowflex Max Trainer,Short Form,CAM51333 VH1*N60*HVTL*TIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/21/2017,1,1648.249
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,8/21/2017,8/21/2017,0,214.849
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,8/21/2017,8/21/2017,1,1545.927
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,1,1672.045
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/21/2017,2,3344.089
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,2,2696.875
Bowflex Max Trainer,Bowflex Revolution,Short Form,CAM48310 VEL*N180JACKDTIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/21/2017,1,2934.01
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/21/2017,2,2536.622
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,8/21/2017,8/21/2017,1,450.532
Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,8/21/2017,8/21/2017,0,51.63
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/22/2017,1,1703.772
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/22/2017,1,316.483
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,8/21/2017,8/22/2017,1,554.44
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/22/2017,0,31.72
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/22/2017,3,4963.812
Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/22/2017,0,78.526
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/22/2017,8,2531.862
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/22/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,1,1327.065
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,3,1187.405
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,0,98.516
Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,8/21/2017,8/22/2017,1,1823.544
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,8/21/2017,8/22/2017,0,.00
Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,8/21/2017,8/22/2017,1,2061.501
Bowflex Home Gyms,Bowflex Revolution,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,8/21/2017,8/22/2017,1,3012.536
Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,8/21/2017,8/22/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,1,1277.065
Bowflex Max Trainer,Bowflex HVT,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,1,1823.544
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,2,3091.855
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48226 ICAOXFBESCODE002,Social Code,Call Center Internal,8/21/2017,8/22/2017,1,1080.354
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/22/2017,1,2243.141
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/22/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,0,223.699
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/22/2017,1,316.483
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Social,CAM48231 ICAOXFBDSCODE002,Social Code,Web,8/21/2017,8/22/2017,1,450.532
Bowflex Selecttech Dumbbells,Bowflex Home Gyms,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,8/21/2017,8/22/2017,0,11.89
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,8/21/2017,8/22/2017,0,307.758
Treadclimber,Treadclimber,Online Search,CAM37608 SAWICAOSBCT,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/22/2017,1,2853.898
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/23/2017,1,316.483
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/23/2017,2,2695.26
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/23/2017,2,2626.281
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/23/2017,1,869.336
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/23/2017,1,450.532
Bowflex Brand,Bowflex HVT,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,1823.544
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,1545.927
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,2,632.966
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,2140.82
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,778.138
Bowflex Brand,Treadclimber,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,0,.00
Bowflex Brand,Bowflex Home Gyms,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,8/21/2017,8/23/2017,1,1347.63
Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,8/21/2017,8/23/2017,0,107.916
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50518 ICAMEBMEM5727,Internal,Call Center Internal,8/21/2017,8/23/2017,0,134.049
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50520 ICAMEBMEM5729,Internal,Call Center Internal,8/21/2017,8/23/2017,0,181.641
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,3,4298.326
Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51478 SUNDN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/23/2017,1,2322.46
Bowflex Max Trainer,Treadclimber,Short Form,CAM51478 SUNDN60*M350CTIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/23/2017,0,.00
Bowflex Max Trainer,Bowflex Home Gyms,Short Form,CAM51531 WGNAN60*M350STIC,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/23/2017,1,1359.52
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/23/2017,2,2822.992
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,554.44
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM47283 ICAOSGCDSL12,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,316.483
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/23/2017,1,490.191
Treadclimber,Treadclimber,Email - Post Conversion,CAM50524 ICAMTTCEM5733,Internal,Call Center Internal,8/21/2017,8/23/2017,0,157.845
Treadclimber,Bowflex Home Gyms,Online Search,CAM49424 DOSG2T,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/23/2017,1,1497.519
Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/24/2017,0,111.039
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/24/2017,1,1783.884
Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/24/2017,1,1997.252
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/24/2017,4,7046.70
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/24/2017,1,1862.41
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/24/2017,1,1672.045
Bowflex Brand,Treadclimber,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/24/2017,0,78.526
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/24/2017,0,98.516
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/24/2017,1,396.473
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50520 ICAMEBMEM5729,Internal,Call Center Internal,8/21/2017,8/24/2017,0,363.281
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/24/2017,1,1545.927
Bowflex Selecttech Dumbbells,Bowflex Max Trainer,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/24/2017,1,2140.82
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/24/2017,2,632.966
Bowflex Selecttech Dumbbells,Treadclimber,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/24/2017,0,.00
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Call Center Internal,8/21/2017,8/25/2017,1,490.191
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,8/21/2017,8/25/2017,1,990.694
Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/25/2017,1,1823.544
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/25/2017,1,2140.82
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/25/2017,2,1203.269
Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/25/2017,0,.00
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,2,3091.855
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Call Center Internal,8/21/2017,8/25/2017,1,1545.927
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,8/21/2017,8/25/2017,1,2140.82
Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,8/21/2017,8/25/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Internal,Call Center Internal,8/21/2017,8/25/2017,1,2140.82
Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Internal,Call Center Internal,8/21/2017,8/25/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50518 ICAMEBMEM5727,Internal,Call Center Internal,8/21/2017,8/25/2017,0,86.458
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50520 ICAMEBMEM5729,Internal,Call Center Internal,8/21/2017,8/25/2017,0,181.641
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/25/2017,1,1080.354
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,1,1256.471
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,1,1861.704
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/25/2017,2,3686.747
Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/25/2017,0,.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,1,316.483
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,1,316.483
Treadclimber,Bowflex Home Gyms,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,0,.00
Treadclimber,Bowflex Revolution,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,8/21/2017,8/25/2017,1,3171.174
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/26/2017,2,2626.281
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/26/2017,1,316.483
Bowflex Brand,Bowflex HVT,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,1997.252
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,0,78.526
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,2,4510.959
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,316.483
Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,0,.00
Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,1584.794
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,1545.927
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,316.483
Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,2,3812.864
Bowflex Max Trainer,Treadclimber,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,1545.927
Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48226 ICAOXFBESCODE002,Social Code,Web,8/21/2017,8/26/2017,1,2140.82
Bowflex Max Trainer,Treadclimber,Online Social,CAM48226 ICAOXFBESCODE002,Social Code,Web,8/21/2017,8/26/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,8/21/2017,8/26/2017,1,1545.927
Bowflex Selecttech Dumbbells,Bowflex Max Trainer,Online Search,CAM30793 SAWDOSG2D,Internal,Call Center Internal,8/21/2017,8/26/2017,1,1466.608
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,695.628
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,3,949.448
Treadclimber,Treadclimber,Online Display,CAM50718 ICAODG2TDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/26/2017,1,1783.884
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/21/2017,8/27/2017,1,371.213
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/27/2017,4,5410.407
Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,8/21/2017,8/27/2017,3,1795.782
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,Call Center Internal,8/21/2017,8/27/2017,1,594.099
Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,2,2752.398
Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,554.44
Bowflex HVT,Bowflex HVT,Online Display,CAM51664 ICAODG2HDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,1823.544
Bowflex Home Gyms,Bowflex Max Trainer,Online Display,CAM50720 ICAODG2GDL1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,1080.354
Bowflex Home Gyms,Bowflex HVT,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,8/21/2017,8/27/2017,1,1941.729
Bowflex Max Trainer,Bowflex HVT,Email - Post Conversion,CAM50522 ICAMEBMEM5731,Internal,Call Center Internal,8/21/2017,8/27/2017,1,1997.252
Bowflex Max Trainer,Bowflex Max Trainer,Email - Post Conversion,CAM50522 ICAMEBMEM5731,Internal,Call Center Internal,8/21/2017,8/27/2017,0,395.009
Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,2266.937
Bowflex Max Trainer,Treadclimber,Online Search,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,3,6021.986
Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,0,78.526
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,450.532
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,3,1083.498
Treadclimber,Bowflex Selecttech Dumbbells,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,316.483
Treadclimber,Treadclimber,Online Shopping,CAM45437 ICAOFG2TFEED1,TouchPoint Integrated Communications,Web,8/21/2017,8/27/2017,1,1981.389
Bowflex Brand,Bowflex HVT,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/28/2017,8/28/2017,1,1744.225
Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,8/28/2017,8/28/2017,1,1466.608
