Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/23/2015,8/23/2015,8/17/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/24/2015,8/24/2015,8/24/2015,13,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/25/2015,8/24/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/24/2015,8/24/2015,4,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/25/2015,8/25/2015,8/24/2015,8,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/25/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/26/2015,8/26/2015,8/24/2015,22,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/26/2015,8/24/2015,8,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/27/2015,8/27/2015,8/24/2015,13,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/27/2015,8/24/2015,9,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/28/2015,8/28/2015,8/24/2015,8,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/28/2015,8/24/2015,8,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/29/2015,8/29/2015,8/24/2015,16,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/29/2015,8/24/2015,5,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,8/30/2015,8/30/2015,8/24/2015,18,Online Video,Web
Bowflex Max Trainer,CAM47248 DOVTMEVL1,,8/30/2015,8/24/2015,9,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/24/2015,8/24/2015,8/24/2015,9,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,,8/24/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/25/2015,8/25/2015,8/24/2015,9,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/26/2015,8/26/2015,8/24/2015,8,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/27/2015,8/27/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/28/2015,8/28/2015,8/24/2015,7,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/29/2015,8/29/2015,8/24/2015,6,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,,8/29/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,8/30/2015,8/30/2015,8/24/2015,5,Online Video,Web
Bowflex Max Trainer,CAM47606 DOVHULUEVL5,,8/30/2015,8/24/2015,4,Online Video,Web
Bowflex Max Trainer,CAM47615 DOVHULUEVL4,8/27/2015,8/27/2015,8/24/2015,1,Online Video,Web
Bowflex Max Trainer,CAM41177 PCTCIS0016,,8/30/2015,8/24/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM47830 P0915MENSFITALEX,,8/25/2015,8/24/2015,1,Print,Call Center Internal
Bowflex Max Trainer,CAM27473 SPANISHSTAT4,,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM46343 M67*P60*NOTSTTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46343 M67*P60*NOTSTTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,8/24/2015,8/24/2015,8/24/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,8/25/2015,8/25/2015,8/24/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,8/27/2015,8/27/2015,8/24/2015,4,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,8/29/2015,8/29/2015,8/24/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46346 M610P60*NOTSTTIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46349 M613P60*NOTSTTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46349 M613P60*NOTSTTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46349 M613P60*NOTSTTIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46351 M615P60*NOTSTTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46352 M616P60*NOTSTTIC,8/30/2015,8/30/2015,8/24/2015,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/24/2015,8/24/2015,8/24/2015,3,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/25/2015,8/25/2015,8/24/2015,4,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/26/2015,8/26/2015,8/24/2015,6,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/27/2015,8/27/2015,8/24/2015,3,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/28/2015,8/28/2015,8/24/2015,7,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/29/2015,8/29/2015,8/24/2015,6,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,8/30/2015,8/30/2015,8/24/2015,3,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46355 M619P60*NOTSTTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46355 M619P60*NOTSTTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46356 M620P60*NOTSTTIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM47191 DTVSN60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47193 VEL*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,17,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47195 SPKEN120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,13,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47196 ESQ*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,,8/27/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47197 IFC*N120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,8,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,11,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47198 ION*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47291 DISMN60*HAMF*TIC,,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47340 HMM*N120ALOBYTIC,,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47361 PUREN180HAMF*TIC,,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47361 PUREN180HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47361 PUREN180HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,,8/29/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,9,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47393 PIVTN180HAMF*TIC,,8/29/2015,8/24/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/25/2015,8/25/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,,8/29/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47688 JUSTN120HAMBYTIC,,8/28/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47833 GRITN120HAMBYTIC,,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47833 GRITN120HAMBYTIC,,8/26/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/26/2015,8/26/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/27/2015,8/27/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/30/2015,8/30/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47834 LAFFN120HAMBYTIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47835 SUNDN180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,17,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,11,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47836 OWN*N180HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM47899 CMACL60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47901 CMCYL60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47901 CMCYL60*HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47902 CMFXL60*HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47902 CMFXL60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47903 CMSYL60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47903 CMSYL60*HAMF*TIC,8/30/2015,8/30/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47904 CMTRL60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47904 CMTRL60*HAMF*TIC,8/29/2015,8/29/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47904 CMTRL60*HAMF*TIC,,8/30/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,,8/27/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47950 DISNN60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,8/24/2015,8/24/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,,8/24/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,8/26/2015,8/26/2015,8/24/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,8/27/2015,8/27/2015,8/24/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47951 DIRNN60*HAMF*TIC,8/28/2015,8/28/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48042 CMESL60*HAMF*TIC,8/25/2015,8/25/2015,8/24/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,8/26/2015,8/24/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,8/28/2015,8/24/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,8/29/2015,8/24/2015,1,Un-Sourced,Call Center Internal
