ID|Product Interest|Sub-Channel|Origin|Ad ID|Market Channel|URL Group|Promotion Code Offer|Promotion Code Offer Detail|Inquiry Date|Info Kit Date
CUS-20035667|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/26/2015|6/2/2015
CUS-20035886|Treadclimber|Web|Web|CAM46146 DOSBITSL17|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/26/2015|5/24/2015
CUS-20036035|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|6/2/2015
CUS-20036115|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|5/14/2015
CUS-20036155|Bowflex Max Trainer|Web|Web|CAM45400 DOVHULUEVL1|Online Video|Hulu|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|1/27/2015|5/15/2015
CUS-20036468|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|6/3/2015
CUS-20036601|Treadclimber|Call Center|Call Center Internal|CAM46632 HMM*N120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/27/2015|6/22/2015
CUS-20036759|Treadclimber|Call Center|Call Center Internal|CAM46868 DLFEN120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/27/2015|6/28/2015
CUS-20037521|Treadclimber|Web|Web|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|6/19/2015
CUS-20037917|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|6/28/2015
CUS-20038232|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/27/2015|6/30/2015
CUS-20039208|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|1/28/2015|5/16/2015
CUS-20039626|Bowflex Max Trainer|Web|Web|CAM44191 dseesf14d|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|1/28/2015|5/17/2015
CUS-20039706|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46863 WNATN120NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|1/28/2015|6/6/2015
CUS-20040022|Treadclimber|Web|Web|CAM43804 dosg2tmobile6|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/28/2015|5/12/2015
CUS-20040815|Bowflex Max Trainer|Web|Web|CAM45400 DOVHULUEVL1|Online Video|Hulu|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|1/28/2015|5/21/2015
CUS-20041322|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|1/28/2015|5/24/2015
CUS-20041681|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/28/2015|5/1/2015
CUS-20042947|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44539 SAWDOSG2EMOBILE2|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|1/29/2015|6/8/2015
CUS-20043188|Treadclimber|Web|Web|CAM37492 dosbitsl5|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/29/2015|5/1/2015
CUS-20043288|Bowflex Max Trainer|Web|Web|CAM44433 dege1sitemx|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|1/29/2015|6/5/2015
CUS-20043420|Treadclimber|Call Center|Call Center Internal|CAM46632 HMM*N120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/29/2015|6/25/2015
CUS-19976590|Treadclimber|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|1/29/2015|5/22/2015
CUS-20044193|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/29/2015|5/17/2015
CUS-20045403|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|1/30/2015|5/24/2015
CUS-20045511|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|1/30/2015|5/14/2015
CUS-20046554|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|1/30/2015|6/26/2015
CUS-20047368|Treadclimber|Call Center|Call Center Internal|CAM46634 INSPN120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|1/31/2015|5/1/2015
CUS-20047928|Bowflex Max Trainer|Web|Web|CAM44897 dofpgefeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|1/31/2015|5/27/2015
CUS-20049014|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/31/2015|5/26/2015
CUS-20049199|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/31/2015|5/22/2015
CUS-20049679|Treadclimber|Web|Web|CAM36079 dsetsf11e|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|1/31/2015|6/2/2015
CUS-20050630|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46677 ION*N120NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/1/2015|5/24/2015
CUS-20050647|Treadclimber|Web|Web|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/1/2015|5/12/2015
CUS-20051100|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/1/2015|6/6/2015
CUS-20051847|Treadclimber|Web|Web|CAM23879 degt1sitetc|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/1/2015|5/26/2015
CUS-20052481|Treadclimber|Web|Web|CAM44504 dpetprint14b|Electronic - Print||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/2/2015|6/28/2015
CUS-20052509|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/2/2015|5/17/2015
CUS-20053032|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/2/2015|5/24/2015
CUS-20055299|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/2/2015|6/28/2015
CUS-20055951|Treadclimber|Web|Web|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/2/2015|6/15/2015
CUS-20056892|Bowflex Catalog|Web|Web|CAM23587 degcfootlinktc|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/2/2015|5/20/2015
CUS-20056894|Bowflex Max Trainer|Web|Third Party Call Center - West|CAM46356 M620P60*NOTSTTIC|Short Form||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/2/2015|6/27/2015
CUS-20057577|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/3/2015|5/20/2015
CUS-20057615|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/3/2015|5/19/2015
CUS-20057459|Bowflex Max Trainer|Web|Web|CAM45800 DSEESF14J|Electronic - Short Form|TV|E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|2/3/2015|5/31/2015
CUS-20057697|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/3/2015|5/13/2015
CUS-20058259|Treadclimber|Call Center|Call Center Internal|CAM46631 UPTVN120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/3/2015|5/19/2015
CUS-20059316|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/3/2015|5/6/2015
CUS-20059319|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/3/2015|6/13/2015
CUS-20059599|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/4/2015|6/4/2015
CUS-20061123|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/4/2015|5/12/2015
CUS-20061226|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/4/2015|5/25/2015
CUS-20061441|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/4/2015|6/5/2015
CUS-20061525|Bowflex Catalog|Web|Web|CAM46526 DCBHOMEWIN15|Catalog||TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/4/2015|6/21/2015
CUS-20062310|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/5/2015|5/25/2015
CUS-19896565|Bowflex Catalog|Web|Web|CAM23587 degcfootlinktc|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/6/2015|6/3/2015
CUS-20064570|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/6/2015|5/15/2015
CUS-20018827|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/6/2015|5/3/2015
CUS-20065670|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/6/2015|5/18/2015
CUS-20066130|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/6/2015|6/6/2015
CUS-20066577|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/6/2015|6/25/2015
CUS-20066626|Treadclimber|Web|Web|CAM45802 DSETSF14A|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/6/2015|6/19/2015
CUS-20066787|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/6/2015|5/6/2015
CUS-20066936|Treadclimber|Web|Web|CAM36079 dsetsf11e|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/6/2015|6/28/2015
CUS-20067003|Bowflex Max Trainer|Web|Web|CAM46538 DODADCEDL5|Online Display||BMT6WEEK||2/7/2015|5/18/2015
CUS-20067008|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/7/2015|6/26/2015
CUS-20067030|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/7/2015|5/22/2015
CUS-20067323|Treadclimber|Call Center|Call Center Internal|CAM46721 LMN*N60*WLKNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/7/2015|5/2/2015
CUS-20067620|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/7/2015|5/16/2015
CUS-20068095|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/7/2015|6/26/2015
CUS-20069035|Treadclimber|Web|Web|CAM46146 DOSBITSL17|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/7/2015|6/29/2015
CUS-20069195|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/7/2015|6/18/2015
CUS-20069256|Bowflex Max Trainer|Web|Web|CAM44435 dosg2egl1mx|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/7/2015|5/6/2015
CUS-20069385|Bowflex Catalog|Web|Web|CAM23587 degcfootlinktc|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/7/2015|5/31/2015
CUS-20071218|Treadclimber|Call Center|Call Center Internal|CAM46634 INSPN120ALONYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/8/2015|6/29/2015
CUS-20072049|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/8/2015|6/3/2015
CUS-20072349|Treadclimber|Web|Web|CAM46527 DFTEXPQ115|Other - Internal||T350DFMFSTC20|TC20 - $350 Off, Free Mat, Free Ship|2/8/2015|6/16/2015
CUS-20064023|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46698 DISLL60*NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/8/2015|5/12/2015
CUS-20073410|Bowflex Max Trainer|Web|Web|CAM45797 DSEESF14G|Electronic - Short Form|TV|E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|2/8/2015|6/26/2015
CUS-19751036|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/9/2015|6/30/2015
CUS-19554235|Bowflex Catalog|Call Center|Call Center Internal|CAM127 1800BOWFLEX_BFC|Electronic - UnSourced||BFC|Catalog - Default Offer (Satisfaction Guarantee)|2/9/2015|5/21/2015
CUS-20074848|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/9/2015|5/27/2015
CUS-20074952|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/9/2015|6/25/2015
CUS-20075525|Treadclimber|Call Center|Call Center Internal|CAM46744 IONLN180WLKNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/9/2015|5/24/2015
CUS-20076164|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/9/2015|5/1/2015
CUS-20076339|Bowflex Max Trainer|Web|Third Party Call Center - West|CAM46356 M620P60*NOTSTTIC|Short Form||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/10/2015|5/15/2015
CUS-20076403|Treadclimber|Web|Web|CAM46146 DOSBITSL17|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/10/2015|6/13/2015
CUS-20076497|Bowflex Catalog|Web|Web|CAM23584 degcfootlinkbf|Electronic - UnSourced|Homepage|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/10/2015|5/9/2015
CUS-20076492|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/10/2015|5/19/2015
CUS-20077170|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/10/2015|6/2/2015
CUS-20077295|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46683 PALLN120NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/10/2015|5/25/2015
CUS-20078015|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/10/2015|5/12/2015
CUS-20078644|Bowflex Max Trainer|Web|Web|CAM45400 DOVHULUEVL1|Online Video|Hulu|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/10/2015|5/16/2015
CUS-20078777|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2015|5/17/2015
CUS-20079197|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/11/2015|5/29/2015
CUS-19753956|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/11/2015|5/7/2015
CUS-20079323|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2015|5/8/2015
CUS-20079862|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2015|6/23/2015
CUS-20080254|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/11/2015|5/15/2015
CUS-20080243|Treadclimber|Web|Web|CAM32123 dofg2tfeed1|Online Shopping|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2015|5/26/2015
CUS-20080627|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/11/2015|6/7/2015
CUS-20081149|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46675 SPKEN120NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/12/2015|6/29/2015
CUS-20081884|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|2/12/2015|5/24/2015
CUS-20081952|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/12/2015|5/20/2015
CUS-20082274|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/12/2015|5/2/2015
CUS-20082418|Bowflex Max Trainer|Web|Web|CAM44435 dosg2egl1mx|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/12/2015|5/23/2015
CUS-20084801|Treadclimber|Web|Third Party Call Center - Evolve|CAM46741 INSPN180WLKNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/13/2015|6/1/2015
CUS-20085459|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46897 P0315PLAYBOYMITCH|Print||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/14/2015|5/22/2015
CUS-20085638|Bowflex Catalog|Web|Web|CAM23587 degcfootlinktc|Electronic - UnSourced|Unsourced|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|2/14/2015|6/15/2015
CUS-20085626|Bowflex Max Trainer|Web|Web|CAM44952 dosbieml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/14/2015|6/21/2015
CUS-20085992|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/14/2015|6/21/2015
CUS-20086051|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46685 HIS2N180NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/14/2015|6/24/2015
CUS-20086732|Bowflex Max Trainer|Web|Web|CAM44429 dosbiesl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/14/2015|5/26/2015
CUS-20087779|Bowflex Max Trainer|Web|Web|CAM45387 DSEESF14E|Electronic - Short Form|TV|E1HFSM5|M5 - $100 Off, Free Ship (OM 1737)|2/15/2015|6/6/2015
CUS-20087940|Treadclimber|Web|Web|CAM35816 dftafftxtprimo2|Other - Internal|Affiliate|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/15/2015|5/19/2015
CUS-20089041|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/15/2015|5/18/2015
CUS-20089399|Bowflex Max Trainer|Call Center|Call Center Internal|CAM46683 PALLN120NYMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/15/2015|5/15/2015
CUS-20089787|Bowflex Max Trainer|Web|Third Party Call Center - Evolve|CAM45043 SAWDOFG2E|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/15/2015|6/28/2015
CUS-20090381|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/16/2015|6/3/2015
CUS-20090509|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/16/2015|6/12/2015
CUS-20090521|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/16/2015|5/8/2015
CUS-20090711|Treadclimber|Web|Web|CAM37492 dosbitsl5|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/16/2015|6/18/2015
CUS-20091163|Bowflex Catalog|Call Center|Call Center Internal|CAM40820 1800BFXCATALOG|Un-Sourced||BFC|Catalog - Default Offer (Satisfaction Guarantee)|2/16/2015|5/24/2015
CUS-20091216|Bowflex Max Trainer|Web|Web|CAM44433 dege1sitemx|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/16/2015|5/22/2015
CUS-20092000|Bowflex Max Trainer|Web|Web|CAM45734 DODNETEDL2|Online Display|Netmining|BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/16/2015|6/9/2015
CUS-20093908|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/17/2015|5/19/2015
CUS-20095032|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/17/2015|5/19/2015
CUS-20095599|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/17/2015|5/28/2015
CUS-20096440|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/17/2015|5/9/2015
CUS-20096879|Bowflex Max Trainer|Web|Web|CAM44887 dofg2efeed1|Online Shopping||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/17/2015|5/9/2015
CUS-20097319|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/17/2015|6/9/2015
CUS-20097365|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/17/2015|5/4/2015
CUS-20098192|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/18/2015|6/21/2015
CUS-20098116|Treadclimber|Call Center|Call Center Internal|CAM47123 DISAN60*ALOHATIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/18/2015|5/5/2015
CUS-20098355|Bowflex Max Trainer|Web|Web|CAM45009 dosg2eml1|Online Search||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/18/2015|6/18/2015
CUS-20098405|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/18/2015|5/12/2015
CUS-20098636|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/18/2015|5/13/2015
CUS-20099402|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|2/18/2015|5/7/2015
CUS-20099762|Bowflex Max Trainer|Web|Third Party Call Center - West|CAM46356 M620P60*NOTSTTIC|Short Form||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|2/18/2015|5/8/2015
CUS-19997108|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44534 ION*N120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|2/19/2015|5/25/2015
CUS-20100961|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/19/2015|6/30/2015
CUS-20102218|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|2/20/2015|5/21/2015
