Treadclimber,CAM45043 SAWDOFG2E,,3/3/2015,3/2/2015,1,Online Shopping,Call Center Internal
Treadclimber,CAM37543 P1112WEWATC20B,,3/18/2015,3/16/2015,1,Print,Third Party Call Center - Evolve
Treadclimber,CAM37543 P1112WEWATC20B,3/21/2015,3/21/2015,3/16/2015,6,Print,Third Party Call Center - Evolve
Treadclimber,CAM37543 P1112WEWATC20B,3/22/2015,3/22/2015,3/16/2015,4,Print,Third Party Call Center - Evolve
Treadclimber,CAM37543 P1112WEWATC20B,3/18/2015,3/18/2015,3/16/2015,3,Print,Third Party Call Center - West
Treadclimber,CAM37543 P1112WEWATC20B,3/22/2015,3/22/2015,3/16/2015,1,Print,Third Party Call Center - West
Treadclimber,CAM38956 P0613WDAYTC20B,3/16/2015,3/16/2015,3/16/2015,1,Print,Third Party Call Center - Evolve
Treadclimber,CAM43715 P0114WEWABRADV,3/17/2015,3/17/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM43748 P0214DIABETTC20B,3/16/2015,3/16/2015,3/16/2015,1,Print,Third Party Call Center - Evolve
Treadclimber,CAM45013 P0614WEBMDTC20B,3/16/2015,3/16/2015,3/16/2015,2,Print,Call Center Internal
Treadclimber,CAM45013 P0614WEBMDTC20B,,3/17/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM45013 P0614WEBMDTC20B,3/19/2015,3/19/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM45468 P0914RRAYONSRT,3/22/2015,3/22/2015,3/16/2015,1,Print,Third Party Call Center - Evolve
Treadclimber,CAM45874 P1114ADATCSCOLL,3/17/2015,3/17/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM45876 P0115HEALTHPURP,3/22/2015,3/22/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46858 P0115PEOPLETC20B,3/17/2015,3/17/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46858 P0115PEOPLETC20B,3/21/2015,3/21/2015,3/16/2015,2,Print,Call Center Internal
Treadclimber,CAM46858 P0115PEOPLETC20B,,3/21/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46875 P0315ESPNNICK,3/17/2015,3/17/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46875 P0315ESPNNICK,3/21/2015,3/21/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46877 P0215FAMCIRCOLL,3/21/2015,3/21/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46889 P0315RRAYONSRT,3/21/2015,3/21/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46889 P0315RRAYONSRT,3/22/2015,3/22/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46891 P03151STWMNPURP,3/16/2015,3/16/2015,3/16/2015,1,Print,Call Center Internal
Treadclimber,CAM46892 P0315WEWATTC20B,3/22/2015,3/22/2015,3/16/2015,2,Print,Call Center Internal
Treadclimber,CAM46931 TRCAARPQ414,3/20/2015,3/20/2015,3/16/2015,88,Print,Web
Treadclimber,CAM10632 SPKEN60*OWEN2***,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM35680 INTELEMEDIACA,,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM3629 OWN*C120FLBOWKST_TRC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM41122 CLASP60*JRNEYWST,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM44825 CMGBP60*GRT2HWST,3/20/2015,3/20/2015,3/16/2015,2,Short Form,Third Party Call Center - West
Treadclimber,CAM44826 CMGCP60*GRT2HWST,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM44826 CMGCP60*GRT2HWST,3/19/2015,3/19/2015,3/16/2015,2,Short Form,Third Party Call Center - West
Treadclimber,CAM44826 CMGCP60*GRT2HWST,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM44833 CMGAP60*GRT2HWST,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM45149 CMGFP60*GRT2HWST,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM45350 METVN120GRT2HTIC,,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45672 ION*L60*WALKATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM45864 INSPN180WALKATIC,3/16/2015,3/16/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/17/2015,3/17/2015,3/16/2015,8,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/19/2015,3/19/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/20/2015,3/20/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/21/2015,3/21/2015,3/16/2015,9,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/22/2015,3/22/2015,3/16/2015,6,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,,3/22/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45864 INSPN180WALKATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM45864 INSPN180WALKATIC,3/19/2015,3/19/2015,3/16/2015,4,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM45864 INSPN180WALKATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM45864 INSPN180WALKATIC,3/19/2015,3/19/2015,3/16/2015,3,Short Form,Third Party Call Center - West
Treadclimber,CAM45865 OWN*N180WALKATIC,3/17/2015,3/17/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM45865 OWN*N180WALKATIC,3/19/2015,3/19/2015,3/16/2015,8,Short Form,Call Center Internal
Treadclimber,CAM45865 OWN*N180WALKATIC,3/19/2015,3/19/2015,3/16/2015,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM45865 OWN*N180WALKATIC,3/19/2015,3/19/2015,3/16/2015,3,Short Form,Third Party Call Center - West
Treadclimber,CAM45867 HIS2N180WALKATIC,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45957 FOX*NVODWALKATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45957 FOX*NVODWALKATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM45965 NBA*P60*GRT2HWST,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM45968 CORTP60*GRT2HWST,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM46397 CMGRP60*GRT2HWST,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM46646 HGTVL60*ALONYTIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46649 AMC*L60*ALONYTIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46655 LMN*N60*ALONYTIC,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46659 TVLDN60*ALONYTIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46673 DISCNVODWALKATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46715 ARTSN60*WLKNYTIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46718 LIFEN60*WLKNYTIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46730 INSPN120WLKNYTIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46734 METVN120WLKNYTIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/16/2015,3/16/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/19/2015,3/19/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/22/2015,3/22/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46910 FOX*NVODALOHATIC,,3/18/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46910 FOX*NVODALOHATIC,3/22/2015,3/22/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM46964 INSPN180ALOHATIC,3/16/2015,3/16/2015,3/16/2015,8,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,,3/16/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,3/18/2015,3/18/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,3/19/2015,3/19/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,3/20/2015,3/20/2015,3/16/2015,4,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,3/21/2015,3/21/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM46964 INSPN180ALOHATIC,3/22/2015,3/22/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM46965 OWN*N180ALOHATIC,3/17/2015,3/17/2015,3/16/2015,7,Short Form,Call Center Internal
Treadclimber,CAM46965 OWN*N180ALOHATIC,3/18/2015,3/18/2015,3/16/2015,7,Short Form,Call Center Internal
Treadclimber,CAM46965 OWN*N180ALOHATIC,,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM46965 OWN*N180ALOHATIC,3/19/2015,3/19/2015,3/16/2015,8,Short Form,Call Center Internal
Treadclimber,CAM46965 OWN*N180ALOHATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47071 DSSCC120ALOHAKST,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,4,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,4,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/22/2015,3/22/2015,3/16/2015,12,Short Form,Call Center Internal
Treadclimber,CAM47099 HMM*N120ALOHATIC,3/22/2015,3/22/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47100 ION*N120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47100 ION*N120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47100 ION*N120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,15,Short Form,Call Center Internal
Treadclimber,CAM47100 ION*N120ALOHATIC,4/1/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47100 ION*N120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,10,Short Form,Call Center Internal
Treadclimber,CAM47100 ION*N120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47101 INSPN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,7,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,14,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,4/12/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,10,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,4/8/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/22/2015,3/22/2015,3/16/2015,7,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,,3/22/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47101 INSPN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47101 INSPN120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47101 INSPN120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - West
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,8,Short Form,Call Center Internal
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,13,Short Form,Call Center Internal
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47103 SPKEN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,2,Short Form,Third Party Call Center - West
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/23/2015,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,4/1/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,4/15/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47104 FOXNN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,3,Short Form,Third Party Call Center - West
Treadclimber,CAM47105 METVN120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47105 METVN120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47106 CI**N120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,3/17/2015,3/17/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,3/20/2015,3/20/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,4/1/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47106 CI**N120ALOHATIC,3/16/2015,3/16/2015,3/16/2015,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/20/2015,3/20/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/22/2015,3/22/2015,3/16/2015,4,Short Form,Call Center Internal
Treadclimber,CAM47110 DISEN60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47112 FX**L60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47113 FOODL60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47113 FOODL60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47113 FOODL60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47113 FOODL60*ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47114 HGTVL60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47114 HGTVL60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47115 USA*L60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47115 USA*L60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47115 USA*L60*ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47115 USA*L60*ALOHATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47115 USA*L60*ALOHATIC,3/22/2015,3/22/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47116 TNT*L60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47116 TNT*L60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47116 TNT*L60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47116 TNT*L60*ALOHATIC,3/20/2015,3/20/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47116 TNT*L60*ALOHATIC,3/21/2015,3/21/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47117 AMC*L60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47117 AMC*L60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47117 AMC*L60*ALOHATIC,3/22/2015,3/22/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47118 LIFEL60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47118 LIFEL60*ALOHATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47118 LIFEL60*ALOHATIC,3/21/2015,3/21/2015,3/16/2015,2,Short Form,Call Center Internal
Treadclimber,CAM47118 LIFEL60*ALOHATIC,3/22/2015,3/22/2015,3/16/2015,3,Short Form,Call Center Internal
Treadclimber,CAM47119 ESPNL60*ALOHATIC,3/17/2015,3/17/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/16/2015,3/16/2015,3/16/2015,5,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/19/2015,3/19/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM47120 VH1*L60*ALOHATIC,3/18/2015,3/18/2015,3/16/2015,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM47124 DISAN60*WALKATIC,3/20/2015,3/20/2015,3/16/2015,1,Short Form,Call Center Internal
Treadclimber,CAM40820 1800BFXCATALOG,,3/19/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/17/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,3/18/2015,3/18/2015,3/16/2015,3,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/18/2015,3/16/2015,2,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/19/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,3/20/2015,3/20/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,3/22/2015,3/16/2015,3,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/16/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/17/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/18/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/19/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,3/22/2015,3/16/2015,1,Un-Sourced,Call Center Internal
Treadclimber,CAM18438 Bowflex-Catalog,,3/28/2015,3/23/2015,1,Catalog,Call Center Internal
Treadclimber,CAM27557 Bowflex Catalog,,3/27/2015,3/23/2015,2,Catalog,Call Center Internal
Treadclimber,CAM46526 DCBHOMEWIN15,,3/23/2015,3/23/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/24/2015,3/23/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/26/2015,3/23/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/28/2015,3/23/2015,1,Catalog,Web
Treadclimber,CAM46526 DCBHOMEWIN15,,3/29/2015,3/23/2015,1,Catalog,Web
Treadclimber,CAM36796 SAWDPETPRINT12A,,3/28/2015,3/23/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM36797 dpetprint12a,3/25/2015,3/25/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36797 dpetprint12a,3/28/2015,3/28/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36797 dpetprint12a,3/29/2015,3/28/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36797 dpetprint12a,3/29/2015,3/29/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36923 dpetprint12b,3/26/2015,3/26/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36924 dpetprint12c,3/26/2015,3/26/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM36924 dpetprint12c,3/28/2015,3/28/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,3/23/2015,3/23/2015,3/23/2015,2,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,3/26/2015,3/26/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,3/27/2015,3/27/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM37579 dpetprint12e,3/28/2015,3/28/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM38405 dpetprint12g,3/23/2015,3/23/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM38405 dpetprint12g,3/28/2015,3/28/2015,3/23/2015,1,Electronic - Print,Web
Treadclimber,CAM38406 SAWDPETPRINT12F,,3/23/2015,3/23/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,4/18/2015,3/24/2015,3/23/2015,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,3/24/2015,3/23/2015,1,Electronic - Print,Call Center Internal
